parents,has_nurs,form,children,housing,social,health,finance
usual,proper,completed,3,less_conv,problematic,not_recom,convenient
usual,proper,completed,3,less_conv,nonprob,recommended,inconv
usual,proper,completed,3,less_conv,nonprob,priority,inconv
usual,proper,completed,3,less_conv,nonprob,not_recom,inconv
usual,proper,completed,3,less_conv,slightly_prob,recommended,inconv
usual,proper,completed,3,less_conv,slightly_prob,priority,inconv
usual,proper,completed,3,less_conv,slightly_prob,not_recom,inconv
usual,proper,completed,3,less_conv,problematic,recommended,inconv
usual,proper,completed,3,less_conv,problematic,priority,inconv
usual,proper,completed,3,less_conv,problematic,not_recom,inconv
usual,proper,completed,3,critical,nonprob,recommended,convenient
usual,proper,completed,3,critical,nonprob,priority,convenient
usual,proper,completed,3,critical,nonprob,not_recom,convenient
usual,proper,completed,3,critical,slightly_prob,recommended,convenient
usual,proper,completed,3,critical,slightly_prob,priority,convenient
usual,proper,completed,3,critical,slightly_prob,not_recom,convenient
usual,proper,completed,3,critical,problematic,recommended,convenient
usual,proper,completed,3,critical,problematic,priority,convenient
usual,proper,completed,3,critical,problematic,not_recom,convenient
usual,proper,completed,3,critical,nonprob,recommended,inconv
usual,proper,completed,3,critical,nonprob,priority,inconv
usual,proper,completed,3,critical,nonprob,not_recom,inconv
usual,proper,completed,3,critical,slightly_prob,recommended,inconv
usual,proper,completed,3,critical,slightly_prob,priority,inconv
usual,proper,completed,3,critical,slightly_prob,not_recom,inconv
usual,proper,completed,3,critical,problematic,recommended,inconv
usual,proper,completed,3,critical,problematic,priority,inconv
usual,proper,completed,3,critical,problematic,not_recom,inconv
usual,proper,completed,more,convenient,nonprob,recommended,convenient
usual,proper,completed,more,convenient,nonprob,priority,convenient
usual,proper,completed,more,convenient,nonprob,not_recom,convenient
usual,proper,completed,more,convenient,slightly_prob,recommended,convenient
usual,proper,completed,more,convenient,slightly_prob,priority,convenient
usual,proper,completed,more,convenient,slightly_prob,not_recom,convenient
usual,proper,completed,more,convenient,problematic,recommended,convenient
usual,proper,completed,more,convenient,problematic,priority,convenient
usual,proper,completed,more,convenient,problematic,not_recom,convenient
usual,proper,completed,more,convenient,nonprob,recommended,inconv
usual,proper,completed,more,convenient,nonprob,priority,inconv
usual,proper,completed,more,convenient,nonprob,not_recom,inconv
usual,proper,completed,more,convenient,slightly_prob,recommended,inconv
usual,proper,completed,more,convenient,slightly_prob,priority,inconv
usual,proper,completed,more,convenient,slightly_prob,not_recom,inconv
usual,proper,completed,more,convenient,problematic,recommended,inconv
usual,proper,completed,more,convenient,problematic,priority,inconv
usual,proper,completed,more,convenient,problematic,not_recom,inconv
usual,proper,completed,more,less_conv,nonprob,recommended,convenient
usual,proper,completed,more,less_conv,nonprob,priority,convenient
usual,proper,completed,more,less_conv,nonprob,not_recom,convenient
usual,proper,completed,more,less_conv,slightly_prob,recommended,convenient
usual,proper,completed,more,less_conv,slightly_prob,priority,convenient
usual,proper,completed,more,less_conv,slightly_prob,not_recom,convenient
usual,proper,completed,more,less_conv,problematic,recommended,convenient
usual,proper,completed,more,less_conv,problematic,priority,convenient
usual,proper,completed,more,less_conv,problematic,not_recom,convenient
usual,proper,completed,more,less_conv,nonprob,recommended,inconv
usual,proper,completed,more,less_conv,nonprob,priority,inconv
usual,proper,completed,more,less_conv,nonprob,not_recom,inconv
usual,proper,completed,more,less_conv,slightly_prob,recommended,inconv
usual,proper,completed,more,less_conv,slightly_prob,priority,inconv
usual,proper,completed,more,less_conv,slightly_prob,not_recom,inconv
usual,proper,completed,more,less_conv,problematic,recommended,inconv
usual,proper,completed,more,less_conv,problematic,priority,inconv
usual,proper,completed,more,less_conv,problematic,not_recom,inconv
usual,proper,completed,more,critical,nonprob,recommended,convenient
usual,proper,completed,more,critical,nonprob,priority,convenient
usual,proper,completed,more,critical,nonprob,not_recom,convenient
usual,proper,completed,more,critical,slightly_prob,recommended,convenient
usual,proper,completed,more,critical,slightly_prob,priority,convenient
usual,proper,completed,more,critical,slightly_prob,not_recom,convenient
usual,proper,completed,more,critical,problematic,recommended,convenient
usual,proper,completed,more,critical,problematic,priority,convenient
usual,proper,completed,more,critical,problematic,not_recom,convenient
usual,proper,completed,more,critical,nonprob,recommended,inconv
usual,proper,completed,more,critical,nonprob,priority,inconv
usual,proper,completed,more,critical,nonprob,not_recom,inconv
usual,proper,completed,more,critical,slightly_prob,recommended,inconv
usual,proper,completed,more,critical,slightly_prob,priority,inconv
usual,proper,completed,more,critical,slightly_prob,not_recom,inconv
usual,proper,completed,more,critical,problematic,recommended,inconv
usual,proper,completed,more,critical,problematic,priority,inconv
usual,proper,completed,more,critical,problematic,not_recom,inconv
usual,proper,incomplete,1,convenient,nonprob,recommended,convenient
usual,proper,incomplete,1,convenient,nonprob,priority,convenient
usual,proper,incomplete,1,convenient,nonprob,not_recom,convenient
usual,proper,incomplete,1,convenient,slightly_prob,recommended,convenient
usual,proper,incomplete,1,convenient,slightly_prob,priority,convenient
usual,proper,incomplete,1,convenient,slightly_prob,not_recom,convenient
usual,proper,incomplete,1,convenient,problematic,recommended,convenient
usual,proper,incomplete,1,convenient,problematic,priority,convenient
usual,proper,incomplete,1,convenient,problematic,not_recom,convenient
usual,proper,incomplete,1,convenient,nonprob,recommended,inconv
usual,proper,incomplete,1,convenient,nonprob,priority,inconv
usual,proper,incomplete,1,convenient,nonprob,not_recom,inconv
usual,proper,incomplete,1,convenient,slightly_prob,recommended,inconv
usual,proper,incomplete,1,convenient,slightly_prob,priority,inconv
usual,proper,incomplete,1,convenient,slightly_prob,not_recom,inconv
usual,proper,incomplete,1,convenient,problematic,recommended,inconv
usual,proper,incomplete,1,convenient,problematic,priority,inconv
usual,proper,incomplete,1,convenient,problematic,not_recom,inconv
usual,proper,incomplete,1,less_conv,nonprob,recommended,convenient
usual,proper,incomplete,1,less_conv,nonprob,priority,convenient
usual,proper,incomplete,1,less_conv,nonprob,not_recom,convenient
usual,proper,incomplete,1,less_conv,slightly_prob,recommended,convenient
usual,proper,incomplete,1,less_conv,slightly_prob,priority,convenient
usual,proper,incomplete,1,less_conv,slightly_prob,not_recom,convenient
usual,proper,incomplete,1,less_conv,problematic,recommended,convenient
usual,proper,incomplete,1,less_conv,problematic,priority,convenient
usual,proper,incomplete,1,less_conv,problematic,not_recom,convenient
usual,proper,incomplete,1,less_conv,nonprob,recommended,inconv
usual,proper,incomplete,1,less_conv,nonprob,priority,inconv
usual,proper,incomplete,1,less_conv,nonprob,not_recom,inconv
usual,proper,incomplete,1,less_conv,slightly_prob,recommended,inconv
usual,proper,incomplete,1,less_conv,slightly_prob,priority,inconv
usual,proper,incomplete,1,less_conv,slightly_prob,not_recom,inconv
usual,proper,incomplete,1,less_conv,problematic,recommended,inconv
usual,proper,incomplete,1,less_conv,problematic,priority,inconv
usual,proper,incomplete,1,less_conv,problematic,not_recom,inconv
usual,proper,incomplete,1,critical,nonprob,recommended,convenient
usual,proper,incomplete,1,critical,nonprob,priority,convenient
usual,proper,incomplete,1,critical,nonprob,not_recom,convenient
usual,proper,incomplete,1,critical,slightly_prob,recommended,convenient
usual,proper,incomplete,1,critical,slightly_prob,priority,convenient
usual,proper,incomplete,1,critical,slightly_prob,not_recom,convenient
usual,proper,incomplete,1,critical,problematic,recommended,convenient
usual,proper,incomplete,1,critical,problematic,priority,convenient
usual,proper,incomplete,1,critical,problematic,not_recom,convenient
usual,proper,incomplete,1,critical,nonprob,recommended,inconv
usual,proper,incomplete,1,critical,nonprob,priority,inconv
usual,proper,incomplete,1,critical,nonprob,not_recom,inconv
usual,proper,incomplete,1,critical,slightly_prob,recommended,inconv
usual,proper,incomplete,1,critical,slightly_prob,priority,inconv
usual,proper,incomplete,1,critical,slightly_prob,not_recom,inconv
usual,proper,incomplete,1,critical,problematic,recommended,inconv
usual,proper,incomplete,1,critical,problematic,priority,inconv
usual,proper,incomplete,1,critical,problematic,not_recom,inconv
usual,proper,incomplete,2,convenient,nonprob,recommended,convenient
usual,proper,incomplete,2,convenient,nonprob,priority,convenient
